Symbol,Name,LastSale, MarketCap ,IPOyear,Sector,industry,Summary Quote
MSFT,Microsoft Corporation,138.6, $1058.27B ,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSG,The Madison Square Garden Company,290.46, $6.9B ,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
MSON,"MISONIX, Inc.",21.89, $211.04M ,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson
MSTR,MicroStrategy Incorporated,138.73, $1.42B ,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MSVB,"Mid-Southern Bancorp, Inc.",12.64, $45.06M ,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb
MTBC,"MTBC, Inc.",4.81, $57.88M ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"MTBC, Inc.",27.42, $25.48M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MTC,"MMTec, Inc.",7.34, $147.31M ,2019,n/a,n/a,https://www.nasdaq.com/symbol/mtc
MTCH,"Match Group, Inc.",80.6, $22.65B ,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTEM,"Molecular Templates, Inc.",4.97, $182.74M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem
MTEX,"Mannatech, Incorporated",15.88, $38M ,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
MTFB,Motif Bio plc,0.579, $9.92M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb
MTFBW,Motif Bio plc,0.08, n/a ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw
MTLS,Materialise NV,17.95, $949.39M ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MTP,Midatech Pharma PLC,1.34, $27.43M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MTRX,Matrix Service Company,18.81, $504.24M ,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MTSC,MTS Systems Corporation,59.94, $1.16B ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc
MTSI,"MACOM Technology Solutions Holdings, Inc.",19.96, $1.32B ,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
MTSL,MER Telemanagement Solutions Ltd.,0.94, $3.1M ,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MU,"Micron Technology, Inc.",44.17, $48.75B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MUDS,Mudrick Capital Acquisition Corporation,10.22, $265.72M ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/muds
MUDSU,Mudrick Capital Acquisition Corporation,10.79, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu
MUDSW,Mudrick Capital Acquisition Corporation,0.66, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsw
MVBF,MVB Financial Corp.,16.85, $197.36M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf
MVIS,"Microvision, Inc.",0.568, $64.34M ,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MWK,"Mohawk Group Holdings, Inc.",7.3, $128.66M ,2019,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/mwk
MXIM,"Maxim Integrated Products, Inc.",54.03, $14.72B ,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MYFW,"First Western Financial, Inc.",14.1, $112.57M ,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/myfw
MYGN,"Myriad Genetics, Inc.",44.55, $3.27B ,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn
MYL,Mylan N.V.,19.72, $10.17B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl
MYOK,"MyoKardia, Inc.",56.19, $2.59B ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok
MYOS,MYOS RENS Technology Inc.,1.6, $14.67M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos
MYRG,"MYR Group, Inc.",28.75, $478.51M ,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/myrg
MYSZ,"My Size, Inc.",0.5, $14.94M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz
MYT,"Urban Tea, Inc.",0.3497, $9.14M ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/myt
NAII,"Natural Alternatives International, Inc.",10.1, $73.31M ,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii
NAKD,Naked Brand Group Limited,0.079, $5.36M ,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/nakd
NANO,Nanometrics Incorporated,28.41, $705.37M ,1984,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nano
NAOV,"NanoVibronix, Inc.",2.68, $11.03M ,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov
NATH,"Nathan&#39;s Famous, Inc.",69.39, $293.3M ,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nath
NATI,National Instruments Corporation,43.87, $5.79B ,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
NATR,"Nature&#39;s Sunshine Products, Inc.",9.32, $179.9M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr
NAVI,Navient Corporation,13.4, $3.09B ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/navi
NBEV,New Age Beverages Corporation,3.67, $286.87M ,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev
NBIX,"Neurocrine Biosciences, Inc.",94.81, $8.68B ,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix
NBN,Northeast Bank,20.81, $188.15M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbn
NBRV,Nabriva Therapeutics plc,2.28, $167.26M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv
NBSE,"NeuBase Therapeutics, Inc. ",5.19, $88.56M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbse
NBTB,NBT Bancorp Inc.,36.26, $1.59B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbtb
NCBS,Nicolet Bankshares Inc.,63.15, $590.18M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ncbs
NCLH,Norwegian Cruise Line Holdings Ltd.,50.44, $10.87B ,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
NCMI,"National CineMedia, Inc.",6.87, $542.55M ,2007,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi
NCNA,NuCana plc,9.09, $293.03M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ncna
NCSM,"NCS Multistage Holdings, Inc.",2.26, $105.73M ,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm
NCTY,The9 Limited,1.025, $32.48M ,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ncty
NDAQ,"Nasdaq, Inc.",97.93, $16.13B ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq
NDLS,Noodles & Company,6.77, $298.63M ,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ndls
NDRA,ENDRA Life Sciences Inc.,1.39, $10.32M ,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,0.5, n/a ,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
NDSN,Nordson Corporation,138.88, $7.98B ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn
NEBU,Nebula Acquisition Corporation,10.18, $349.94M ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebu
NEBUU,Nebula Acquisition Corporation,10.6999, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu
NEBUW,Nebula Acquisition Corporation,1.1, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuw
NEO,"NeoGenomics, Inc.",25.55, $2.65B ,n/a,Health Care,Precision Instruments,https://www.nasdaq.com/symbol/neo
NEOG,Neogen Corporation,70.77, $3.7B ,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/neog
NEON,Neonode Inc.,2.98, $26.26M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon
NEOS,"Neos Therapeutics, Inc.",1.71, $85.04M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos
NEPH,"Nephros, Inc.",6.65, n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/neph
NEPT,Neptune Wellness Solutions Inc.,4.95, $457.62M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nept
NERV,"Minerva Neurosciences, Inc",6.98, $272.4M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
NESR,National Energy Services Reunited Corp.,7.91, $687.35M ,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesr
NESRW,National Energy Services Reunited Corp.,0.77, n/a ,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesrw
NETE,"Net Element, Inc.",3.73, $15.35M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nete
NEWA,"Newater Technology, Inc.",6.9, $74.58M ,2017,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/newa
NEWT,Newtek Business Services Corp.,21.2, $406.23M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newt
NEWTI,Newtek Business Services Corp.,25.83, n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newti
NEWTL,Newtek Business Services Corp.,25.42, n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtl
NEWTZ,Newtek Business Services Corp.,25.43, n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtz
NEXT,NextDecade Corporation,4.61, $509.57M ,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/next
NFBK,"Northfield Bancorp, Inc.",15.61, $768.85M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nfbk
NFE,New Fortress Energy LLC,13.9, $2.33B ,2019,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nfe
NFINU,Netfin Acquisition Corp.,10.1, $228.41M ,2019,Finance,Business Services,https://www.nasdaq.com/symbol/nfinu
NFLX,"Netflix, Inc.",312.28, $136.73B ,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx
NFTY,First Trust India Nifty 50 Equal Weight ETF,32.3413, $3.23M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfty
NGHC,National General Holdings Corp,24.26, $2.75B ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghc
NGHCN,National General Holdings Corp,24.7, $4.94M ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn
NGHCO,National General Holdings Corp,24.75, $4.08M ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco
NGHCP,National General Holdings Corp,25.2644, $55.58M ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcp
NGHCZ,National General Holdings Corp,26, n/a ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz
NGM,"NGM Biopharmaceuticals, Inc.",14.93, $985.71M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ngm
NH,"NantHealth, Inc.",0.5444, $60.23M ,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh
NHLD,National Holdings Corporation,2.5001, $32.25M ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld
NHLDW,National Holdings Corporation,0.2312, n/a ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw
NHTC,Natural Health Trends Corp.,7.04, $75.93M ,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc
NICE,NICE Ltd,152, $9.47B ,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",8.3601, $66.28M ,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
NIHD,"NII Holdings, Inc.",1.57, $159.63M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/nihd
NIU,Niu Technologies,7.55, $561.24M ,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/niu
NK,"NantKwest, Inc.",1.29, $126.82M ,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk
NKSH,"National Bankshares, Inc.",34.9, $227.04M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nksh
NKTR,Nektar Therapeutics,18.85, $3.3B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr
NLNK,NewLink Genetics Corporation,1.53, $57.09M ,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nlnk
NLTX,"Neoleukin Therapeutics, Inc.",3.92, $110.26M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nltx
NMCI,Navios Maritime Containers L.P.,1.865, $64.53M ,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmci
NMIH,NMI Holdings Inc,27.44, $1.86B ,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nmih
NMRD,Nemaura Medical Inc.,0.8094, $168.37M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nmrd
NMRK,"Newmark Group, Inc.",9.07, $1.61B ,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/nmrk
NNBR,"NN, Inc.",6.55, $277.5M ,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nnbr
NNDM,Nano Dimension Ltd.,0.35, $12.49M ,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm
NODK,"NI Holdings, Inc.",16.87, $372.74M ,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nodk
NOVN,"Novan, Inc.",2.48, $64.65M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/novn
NOVT,Novanta Inc.,72.08, $2.53B ,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/novt
NRC,National Research Corporation,65, $1.62B ,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrc
NRIM,Northrim BanCorp Inc,36.1, $240.9M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nrim
NSEC,"National Security Group, Inc.",11.4444, $28.92M ,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec
NSIT,"Insight Enterprises, Inc.",51.16, $1.83B ,1995,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nsit
NSSC,"NAPCO Security Technologies, Inc.",31.74, $586.39M ,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc
NSTG,"NanoString Technologies, Inc.",26.66, $944.94M ,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg
NSYS,Nortech Systems Incorporated,3.3, $8.86M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nsys
NTAP,"NetApp, Inc.",46.99, $11.23B ,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
NTCT,"NetScout Systems, Inc.",22.49, $1.71B ,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct
NTEC,Intec Pharma Ltd.,0.565, $18.82M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntec
NTES,"NetEase, Inc.",260.85, $33.38B ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes
NTGN,"Neon Therapeutics, Inc.",2.66, $75.49M ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ntgn
NTGR,"NETGEAR, Inc.",33.76, $1.05B ,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr
NTIC,Northern Technologies International Corporation,11.2, $101.77M ,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/ntic
NTLA,"Intellia Therapeutics, Inc.",17.48, $848.53M ,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla
NTNX,"Nutanix, Inc.",18.73, $3.48B ,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx
NTRA,"Natera, Inc.",29.68, $2.08B ,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ntra
NTRP,"Neurotrope, Inc.",5.3, $69.01M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
NTRS,Northern Trust Corporation,88.87, $19.1B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs
NTRSP,Northern Trust Corporation,25.36, $5.45B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrsp
NTUS,Natus Medical Incorporated,31.83, $1.08B ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ntus
NTWK,NetSol Technologies Inc.,5.81, $67.82M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
NUAN,"Nuance Communications, Inc.",16.77, $4.79B ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
NURO,"NeuroMetrix, Inc.",0.3586, $3.51M ,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",0.0146, n/a ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow
NUVA,"NuVasive, Inc.",64.87, $3.38B ,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuva
NVAX,"Novavax, Inc.",4.3, $102.87M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nvax
NVCN,Neovasc Inc.,2.85, $21.32M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcn
NVCR,NovoCure Limited,88.77, $8.72B ,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr
NVDA,NVIDIA Corporation,156.05, $95.03B ,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
NVEC,NVE Corporation,66.1, $320.32M ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec
NVEE,"NV5 Global, Inc.",67.33, $859.79M ,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
NVFY,"Nova Lifestyle, Inc",0.7601, $21.13M ,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/nvfy
NVIV,InVivo Therapeutics Holdings Corp.,0.6261, $5.83M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv
NVLN,Novelion Therapeutics Inc. ,0.6633, $12.31M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvln
NVMI,Nova Measuring Instruments Ltd.,28.76, $804.27M ,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/nvmi
NVTR,Nuvectra Corporation,1.7, $30.41M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr
NVUS,"Novus Therapeutics, Inc.",0.8188, $10.56M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvus
NWBI,"Northwest Bancshares, Inc.",16.61, $1.77B ,2009,Finance,Major Banks,https://www.nasdaq.com/symbol/nwbi
NWFL,Norwood Financial Corp.,32.68, $205.63M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nwfl
NWL,Newell Brands Inc.,16.01, $6.78B ,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl
NWLI,"National Western Life Group, Inc.",258.3, $939.18M ,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli
NWPX,Northwest Pipe Company,26.06, $253.95M ,1995,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nwpx
NWS,News Corporation,14.46, $8.46B ,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws
NWSA,News Corporation,14.04, $8.22B ,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa
NXGN,"NextGen Healthcare, Inc.",15.145, $990.21M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nxgn
NXPI,NXP Semiconductors N.V.,102.17, $28.48B ,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
NXST,"Nexstar Media Group, Inc.",99.27, $4.58B ,2003,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/nxst
NXTC,"NextCure, Inc.",26.71, $606.71M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nxtc
NXTD,NXT-ID Inc.,0.422, $12.33M ,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtd
NXTDW,NXT-ID Inc.,0.035, n/a ,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtdw
NXTG,First Trust Indxx NextG ETF,49.14, $167.08M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nxtg
NYMT,"New York Mortgage Trust, Inc.",6.25, $1.46B ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt
